"SAMPLE_ID","SSN","Cluster","Plot","Depth","Country","Site","Region","Latitude","Longitude","PlotCultMgd","pH","m3.Al","m3.B","m3.Ca","m3.Cu","m3.Fe","m3.K","m3.Mg","m3.Mn","m3.Na","m3.P","m3.S","m3.Zn","PSI","ExNa","ExCa","ExMg","ExK","ExBas","EC","ExAcidity","Nitrogen_total","Carbon_total","Nitrogen_acidified","Carbon_acidified","Clay","Silt","Sand","Al","As","Ba","Ca","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Nb","Ni","P","Pb","Rb","S","Sb","Se","Si","Sr","Ti","U","V","Y","Zn","Zr","Albite","Calcite","Clinochlore","Diopside","Goethite","Hematite","Hornblende","Kaolinite","Maghemite","Microcline","Montmorillonite","Muscovite","Nacrite","Quartz","Tremolite","Vermiculite","Gibbsite","Halloysite","Magnetite","Orthoclase","Gypsum","Titanium.Oxide","Dolomite","Ilmenite","Anorthite","Epidote","Lepidocrocite","Fluorapatite","Palygorskite","Fayalite","Antigorite","Iron.Oxide","Topaz","Lithiophorite","Beidellite","Biotite","Sepiolite","Talc","Tridymite"
10945,"icr010945",14,1,"Topsoil","Mali","Koloko","West Africa",12.47028667,-6.265613333,"Yes",6.74,673,0.1,966,1.5,105,81,163,82,49,5.38,7,0.97,8.2,0.213043478,4.83,1.347107438,0.207161125,6.597312042,0.058,0.56,0.037145411,0.553238511,0.031818386,0.523876369,28.9,31.191,39.909,37068.79,0.75,201.07,2118.11,6.43,41.07,17.3,14655.24,996.06,6386.09,0.8805,222.86,3.17,1.806,29.73,19.38,0.034,5.7,15.46,658.38,4.99,2.58,1016004.74,24.54,4886.38,1.92,51.8,42.1,14.57,801.08,0,0,0,0,0,0,0,3.5,0,7,3.7,0,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10946,"icr010946",14,1,"Subsoil","Mali","Koloko","West Africa",12.47028667,-6.265613333,"Yes",7.01,1037,0.05,1148,2,132,58,246,90,44,1.61,7,2.23,28.94,0.191304348,5.74,2.033057851,0.148337596,8.112699795,0.065,0.85,0.033397633,0.481931001,0.025612804,0.431162655,42.023,26.571,31.406,53111.26,1.69,231.88,2719.64,7.22,45.6,20.92,19814.3,904.79,6802.15,0.8805,251.33,2.83,1.806,33.62,29.01,30.64,11.94,25.89,670.61,3.39,4.07,810367.44,28.89,5697.66,2.14,56.29,47.98,22.56,726.21,0,0,0,0,0,0,0,5.6,0,8.6,5.2,0,0,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10965,"icr010965",15,1,"Topsoil","Mali","Koloko","West Africa",12.49387,-6.255561667,"Yes",5.91,2081,0.04,1352,1.22,75,109,337,29,40,1.92,7,0.88,156.84,0.173913043,6.76,2.785123967,0.278772379,9.997809389,0.037,1.13,0.109909694,1.201330105,0.099258567,1.220890244,83.409,11.625,4.966,19384.29,1.21,263.04,3619.34,10.72,131.9,48.66,41528.3,822.76,8946.83,0.8805,337.39,1.74,1.806,45.04,99.1,643.31,29.79,47.02,633.77,0.97,9.92,289495.13,50.91,8512.44,3.1,106.24,56.19,49.14,536.06,0,0,0,0,0,0,0,14.3,0,11.4,14.1,0,0,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10966,"icr010966",15,1,"Subsoil","Mali","Koloko","West Africa",12.49387,-6.255561667,"Yes",5.71,3041,0.001,912,0.64,47,60,188,7,47,0.74,5,0.64,298.8,0.204347826,4.56,1.553719008,0.153452685,6.47151952,0.024,1.79,0.098886547,0.882658104,0.090224157,0.918285767,88.604,7.696,3.7,0.119,1.89,481.53,2364.69,10.62,125.63,42.21,38994.38,1020.46,7749.38,0.8805,157.59,1.9,1.806,42.31,96.07,730.38,16.21,43.52,628.33,3.88,4.03,202597.38,34.01,6182.03,2.42,85.76,50.23,45.14,456.58,0,0,0,0,0,0,0,16,0,10.4,19.8,0,0,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10985,"icr010985",16,1,"Topsoil","Mali","Koloko","West Africa",12.51692167,-6.259611667,"Yes",5.84,1863,0.1,1184,1.41,77,136,354,46,55,2.48,9,1.17,131.18,0.239130435,5.92,2.925619835,0.347826087,9.432576356,0.036,1.03,0.09020893,1.081680497,0.090285063,1.108536839,71.395,21.093,7.512,46080.52,0.84,434.02,3146.12,9.82,125.11,37.59,37350.82,829.93,8819.78,0.8805,374.63,2.41,1.806,49.61,69.47,546.25,20.54,41.08,657.79,2.23,7.14,362283.11,43.39,7725,2.67,89.37,55.15,30.56,678.83,0,0,0,0,0,0,0,14.7,0,13.5,15.2,0,0,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10986,"icr010986",16,1,"Subsoil","Mali","Koloko","West Africa",12.51692167,-6.259611667,"Yes",5.7,2722,0.001,932,0.74,60,59,254,12,46,0.4,6,0.96,246.41,0.2,4.66,2.099173554,0.150895141,7.110068694,0.023,1.6,0.091459309,0.738552729,0.084180221,0.710272213,84.468,11.74,3.792,21725.85,2.07,458.68,2340.99,11.15,146.37,42.57,42749.99,854.07,7639.01,0.8805,153.19,2.07,1.806,49.2,77.29,630.54,22.19,44.69,629.62,2.19,6.31,257933.65,41.38,7829.82,2.7,104.72,55.76,28.02,595.95,0,0,0,0,0,0,0,20.1,0,5.2,14.1,0,0,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11037,"icr011037",1,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.88517333,-3.581576667,"",7.12,670,0.493,4800,4.3,101,126,959,245,57.1,5.33,9.81,4.11,76.5,0.24826087,24,7.925619835,0.322250639,32.49613134,0.121,0.658,0.357614319,4.285297871,0.355197956,4.305511475,60.07,28.52,11.41,70162.12,5e-04,7713.94,25237.47,264.43,250.51,17.24,61459.35,1008.05,4488.49,6669.05,1743.09,0.002,3851.59,15.81,18.97,1240.36,1.05,0.0025,647.42,7.09,6.04,238905.85,0.65,0.111,1.72,111.8,13.98,23.98,59.73,13.5,0,0,0,7.9,2.1,0,8.7,0,0,4.1,0,0,35,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11038,"icr011038",1,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.88517333,-3.581576667,"",7.12,819,0.445,4240,4.56,126,79.7,954,272,48.4,2.41,7.76,3.17,64.2,0.210434783,21.2,7.884297521,0.203836317,29.49856862,0.099,0.376,0.226657629,3.240719159,0.233828982,3.34305342,69.48,21.29,9.23,71178.83,5e-04,7711.45,26374.1,287.73,288.46,20.07,65213.74,1138.58,3780.41,7216.28,1772.18,0.002,3095.25,13.77,24.29,1256.17,5e-04,0.0025,640.23,7.5,5.8,222709.59,0.43,0.111,1.7,130.86,13.79,26.1,55.45,22,0,0,0,10.9,0,18,0,2.7,0,7.4,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11067,"icr011067",2,7,"Topsoil","Burkina Faso","Bondigui","West Africa",10.90327833,-3.576025,"",6.52,1190,0.141,2260,2.19,80.1,74.9,671,88.2,63.3,1.01,7.42,1.6,118,0.275217391,11.3,5.545454545,0.191560102,17.31223204,0.048,0.94,0.075246155,1.367145777,0.080625196,1.404928168,67.98,18.45,13.57,71438.68,5e-04,7324.37,5650.28,360.15,398.2,20.16,74838.78,735.1,3271.43,6214.64,1881.91,0.002,1232.49,18.47,26.89,1027.45,14.69,0.0025,553.59,5.48,9.77,261655.86,0.87,0.111,1.88,169.56,21.48,11.71,69,5.5,0,0,0,18.4,2.2,0,9.1,0,0,6.9,0,0,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11068,"icr011068",2,7,"Subsoil","Burkina Faso","Bondigui","West Africa",10.90327833,-3.576025,"",6.39,1260,0.098,2320,2.05,77.1,52.5,686,99.3,71.3,0.272,6.31,1.5,161,0.31,11.6,5.669421488,0.1342711,17.71369259,0.036,0.752,0.050667415,1.03060768,0.048604018,0.984229565,83.41,11.54,5.06,79073.59,5e-04,7318.01,4803.59,273.13,283.02,22.64,63533.32,838.14,3378.55,4878.03,1899.54,0.002,2937.7,15.96,27.69,980.03,2.6,0.0025,504.41,6.13,8.67,248300.87,0.002,0.111,1.78,132.57,18.05,4.7,66,6.5,0,0,0,19.2,0,0,6.2,0,10.4,10.8,0,0,42.8,0,0,0,0,1.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11077,"icr011077",3,2,"Topsoil","Burkina Faso","Bondigui","West Africa",10.92339333,-3.57667,"",6.5,811,0.191,1850,4.49,157,77.3,326,217,34,4.95,4.63,3.77,39.4,0.147826087,9.25,2.694214876,0.19769821,12.28973917,0.105,0.658,0.082935328,1.578462243,0.078049794,1.555653612,57.96,30.23,11.81,51845.46,5e-04,8423,2343.95,281.09,446.73,19.76,63945.62,834.69,5016.09,6685.84,1479.96,0.002,1740.03,19.77,30.47,1008.4,6.63,0.05,480.44,7.37,7.93,327869.76,4.95,0.111,1.73,65.21,20.42,26.3,73.72,2.9,0,0,0,9.9,2.4,0,8.6,0,2.5,6.9,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11078,"icr011078",3,2,"Subsoil","Burkina Faso","Bondigui","West Africa",10.92339333,-3.57667,"",6.22,898,0.084,1190,4.53,142,45.5,231,195,49.2,1.23,4.84,1.84,80.4,0.213913043,5.95,1.909090909,0.116368286,8.189372239,0.056,0.846,0.047711169,0.98860544,0.047754031,0.977134486,67.35,20.72,11.93,63269.92,5e-04,7087.63,1132.63,441.24,622.44,32.52,85019.71,777.01,4602.42,6808.31,2027.98,0.002,1.806,22.1,32.53,1047.4,18.21,3.43,480.12,5.38,16.12,276414.31,4.33,0.111,1.96,135.99,23.63,27.71,76.95,6,0,0,0,11,0,12.7,0,2.6,0,9,0,0,42,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11097,"icr011097",4,3,"Topsoil","Burkina Faso","Bondigui","West Africa",10.94759,-3.585211667,"",6.44,342,0.074,425,0.319,61.1,71.6,68.4,72.9,53.2,3.61,4.64,1.42,-11.4,0.231304348,2.125,0.565289256,0.183120205,3.104713809,0.107,0.47,0.023292944,0.373607477,0.02074428,0.342757881,15.72,10.85,73.43,0.119,5e-04,2317.61,0.1605,18.14,32.48,0.001,5602.28,627.2,4537.86,0.8805,144.48,0.002,2164.81,18.59,0.87,29.18,3.5,0.0025,448.37,2.72,7.54,902310.12,0.002,0.111,1.95,20.91,17.71,7.85,66.35,1.2,0,0,0.5,0,0,0,0.8,0,3.1,2.1,0,0,90.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11098,"icr011098",4,3,"Subsoil","Burkina Faso","Bondigui","West Africa",10.94759,-3.585211667,"",6.5,425,0.028,320,0.546,59.5,44.9,53,48.1,46.9,1.62,4.15,1.88,-7.46,0.203913043,1.6,0.438016529,0.11483376,2.356763332,0.068,0.752,0.012363386,0.226016204,0.011209365,0.215724871,29.28,16.49,54.23,0.119,5e-04,2445.59,0.1605,18.05,23.28,0.001,5696.08,793.87,5362.51,0.8805,129.36,0.002,2483.45,16.93,1.98,75.34,5e-04,0.0025,502.32,3.9,5.76,885776.05,3.13,0.111,1.78,14.81,19.13,11.65,64.97,5.1,0,0,2.8,0,0,3,3.4,0,13.9,0,4.6,0,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,"icr011111",5,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.87761667,-3.558683333,"",6.88,816,0.281,2470,2.9,136,69.6,549,210,39,2.49,5.46,3.9,44.6,0.169565217,12.35,4.537190083,0.178005115,17.23476042,0.113,0.564,0.093642284,1.668670972,0.081176581,1.643362959,56.16,27.34,16.5,50939.78,5e-04,8365.64,5791.3,279.29,302.24,8.81,64055.31,907.76,4077.15,7329.82,1421.15,0.002,3227.97,16.93,13.05,1025.72,2.81,0.0025,532.46,6.4,8.32,319050.18,0.81,0.111,1.78,101.15,18.39,23.29,73.78,7.1,0,0,0,8.9,1.7,0,4.1,0,5.2,6.5,0,0,64.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11112,"icr011112",5,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.87761667,-3.558683333,"",6.58,863,0.129,1540,1.88,158,43.1,369,316,43.7,0.516,4.82,2.08,98.3,0.19,7.7,3.049586777,0.110230179,11.04981696,0.056,0.658,0.0500109,0.981699705,0.048616735,0.930223942,49.57,21.1,29.34,60013.7,5e-04,6951.03,2995.81,679.65,567.49,21.96,104420.71,700.99,3462.53,8286.2,2685.37,0.002,1.806,22,17.09,1132.51,23.39,0.49,487.14,7.3,8.89,238868.55,2.2,0.111,1.83,247.94,18.16,15.63,71.39,10.9,0,0,0,21.4,0,0,7.5,0,6.5,4.3,0,0,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11133,"icr011133",6,5,"Topsoil","Burkina Faso","Bondigui","West Africa",10.90319167,-3.555051667,"",6.63,802,0.266,1980,3.5,129,89,537,317,55.3,1.22,4.54,2.48,81.4,0.240434783,9.9,4.438016529,0.227621483,14.80607279,0.054,0.564,0.082908864,1.81133608,0.074362444,1.761016726,69.16,20.23,10.61,64656.97,5e-04,7034.12,3301.33,706.79,683.17,38.64,103178.02,627.98,3123.69,7989.35,4165.39,0.002,1.806,24.73,41.95,1142.01,35.55,0.0025,518.47,4.98,12.57,231162.79,2.66,0.111,1.95,265.37,20.02,2.66,71.37,0,0,0,0,14.6,4.2,0,12.1,0,7.6,11.7,0,0,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11134,"icr011134",6,5,"Subsoil","Burkina Faso","Bondigui","West Africa",10.90319167,-3.555051667,"",6.41,989,0.091,1290,2.45,113,40,406,291,49.9,0.24,5.95,2.27,165,0.216956522,6.45,3.355371901,0.10230179,10.12463021,0.029,0.846,0.040063221,0.83750701,0.04331771,0.808031778,58.8,10.28,30.92,72638.85,5e-04,5953.63,1107.93,1113.31,896.85,49.95,117945.19,496.86,2712.85,7463.07,4413.09,0.002,1.806,22.87,46.38,1201.03,107.72,4.05,473.88,6.45,17.43,183981.34,4.28,0.111,1.98,357.62,20.71,0.002,65.64,7.5,0,0,0,25.1,4.5,0,10.9,0,8.5,6.9,0,0,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11144,"icr011144",7,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.92799833,-3.564085,"",7.41,917,0.505,2980,4.74,88.8,105,348,261,38.5,5.14,6.1,1.97,62.4,0.167391304,14.9,2.876033058,0.268542199,18.21196656,0.142,0.376,0.206078693,2.476447105,0.197596535,2.262088299,36.51,18.41,45.07,69668.1,5e-04,7893.41,4770.4,398.03,565.47,24.62,79772.42,588.95,3878.82,6316.89,1892.39,0.002,444.66,20.68,32.56,1069.76,21.32,0.0025,569.9,5.16,14.61,270013.57,5.71,0.111,2.01,172.93,23.61,15.56,75.11,2.3,0,0,0,11.3,3.5,0,15.8,0,4.1,10.6,0,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11145,"icr011145",7,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.92799833,-3.564085,"",7.69,939,0.436,2430,4.68,92.3,72.5,200,246,48.3,4.16,5.36,1.53,79,0.21,12.15,1.652892562,0.185421995,14.19831456,0.127,0.564,0.108969743,1.527633866,0.103928742,1.509494305,58.31,27.7,14,64569.96,5e-04,7432.23,2959.07,574.14,702.96,26.25,96783.03,669.52,3470.47,7535.97,1855.48,0.002,1.806,19.3,23.68,1104.67,25.4,0.0025,504.62,6.11,12.82,247524.3,0.002,0.111,1.98,212.81,21.13,15.39,75.14,7,0,0,0,17,5.5,0,12.7,0,9.4,3.2,0,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11164,"icr011164",8,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.94325667,-3.550565,"",5.77,1310,0.016,457,1.04,188,51.2,78.4,20.7,47.3,5.84,8.81,1.87,101,0.205652174,2.285,0.647933884,0.130946292,3.26953235,0.037,0.94,0.126464836,1.90269808,0.113122833,1.768522024,23.29,11.6,65.11,68114.99,5e-04,4662.13,0.1605,1702.29,1324.49,24.6,128868.82,263.4,3105.72,7982.88,1225.38,0.002,1.806,27.09,0.51,1332.21,243.75,7.87,510.94,4.2,26.27,178461.85,0.002,0.111,2.55,468.29,25.27,8.23,77.22,0,0,0,0,29,8.6,0,17.5,0,0,8.4,0,0,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11165,"icr011165",8,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.94325667,-3.550565,"",5.61,1390,0.02,157,0.911,186,29.6,32.1,3.26,39.4,2.76,7.54,1.33,147,0.171304348,0.785,0.265289256,0.075703325,1.297296929,0.027,1.32,0.079625425,1.312224428,0.07919951,1.294398626,36.08,17.58,46.35,71928.26,5e-04,5037.71,0.1605,1107.4,1032.54,13.41,124669.33,750.43,2992.26,7862.49,1032.14,0.002,1.806,14.26,1.03,1272.89,82.44,7.88,486.08,7.36,6.43,173363.29,0.002,0.111,1.8,384.37,9.19,6.91,64.64,6,0,0,0,0,9.3,0,13.8,0,16.2,0,8.7,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11182,"icr011182",9,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.88015667,-3.540295,"",6.83,840,0.102,530,1.05,96,73,107,41.8,53.7,1.83,4.32,2.03,50,0.233478261,2.65,0.884297521,0.186700767,3.954476549,0.05,0.47,0.020467194,0.419314275,0.018938694,0.396380494,50.43,17.93,31.63,46474.96,5e-04,4373.8,0.1605,79.4,131.83,0.001,23718.9,803.78,3959.74,0.8805,311.91,0.002,6686.5,15.49,9.88,568.22,2.16,0.0025,522.21,6.25,5.79,509692.33,0.002,0.111,1.7,46.08,16.63,12.69,82.89,0.5,0,0,0,7.1,1,0,8.2,0,4.4,4.7,0,0,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11183,"icr011183",9,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.88015667,-3.540295,"",6.35,682,0.052,478,1.01,131,77,125,77.9,37.4,2.94,4.76,2.63,15.9,0.162608696,2.39,1.033057851,0.196930946,3.782597493,0.041,0.564,0.037777813,0.772334973,0.037497239,0.716557622,33.34,23.25,43.4,19946.15,5e-04,3864.53,0.1605,58.44,101.5,0.001,18062.21,765.82,3567.34,0.8805,265.15,0.002,5959.44,15.57,4.72,453.7,3.53,0.0025,530.49,5.72,5.24,607677.57,1.72,0.111,1.73,38.77,19.21,10.87,88.2,4.5,0,0,0,0,0.9,0,5.8,0,6.8,0,2.8,0,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11202,"icr011202",10,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.90277,-3.530618333,"",6.89,705,0.097,694,0.883,81.3,74,126,76.2,39.4,0.888,4.9,1.06,58.8,0.171304348,3.47,1.041322314,0.189258312,4.871884974,0.051,0.564,0.048290983,0.569930732,0.053377335,0.545585672,49.45,14.35,36.2,66844.2,5e-04,5836.94,68.69,158.17,223.07,0.001,42595.82,582.76,5586.02,2662.33,643.07,0.002,6478.73,17.22,6.78,783.87,10.37,0.0025,529.01,5.04,8.24,371065.35,0.05,0.111,1.82,81.47,20.51,10.2,87.02,0,0,0,0,10.7,0,0,10.7,0,3.9,10.8,0,0,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11203,"icr011203",10,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.90277,-3.530618333,"",6.23,798,0.017,453,0.612,81.6,50.8,88.9,61.8,49.3,0.485,4.29,1.5,96.2,0.214347826,2.265,0.734710744,0.129923274,3.343981844,0.023,0.752,0.029171207,0.295119425,0.034174876,0.29436788,46.81,18.5,34.69,70351.1,5e-04,5741.57,0.1605,183.29,234.32,0.001,47751.88,652.99,5629.48,3039.94,640.3,0.002,5341.22,17.48,8.51,803.52,9.68,0.93,504.93,6.01,6.25,351231.26,0.002,0.111,1.8,85.85,20.54,15.15,81.73,3.8,0,0,0,0,2.4,0,11.4,0,7.8,0,4.3,0,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11222,"icr011222",11,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.924675,-3.533448333,"",6.98,435,0.21,1300,1.64,187,86,114,81.6,38.5,45.9,5.38,5.63,-2.17,0.167391304,6.5,0.94214876,0.219948849,7.829488914,0.115,0.564,0.059817705,0.89250352,0.073210754,0.885860046,15.74,10.98,73.28,0.119,5e-04,2958.96,880.87,79.3,122.24,0.001,24060.05,550.94,4063.9,3295.45,541.42,0.002,7026.79,18.88,6.7,593.5,10.78,0.0025,633.05,1.34,12.95,639544.28,0.002,0.111,2.18,53.75,24.4,17.45,79.81,0,0,0,0,0,0.8,0,2.7,0,3.6,7.7,0,0,85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11223,"icr011223",11,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.924675,-3.533448333,"",6.77,643,0.052,548,1.44,128,76.3,101,97.2,44.7,2.69,3.38,2.78,54.7,0.194347826,2.74,0.834710744,0.195140665,3.964199235,0.046,0.658,0.036734464,0.349721491,0.046812491,0.350243807,29.9,9.31,60.8,56108.78,5e-04,4073.86,0.1605,204.86,279.92,9.05,51596.23,683.34,5358.48,6168.91,728,0.002,1150.17,15.57,8.06,963.67,5.81,0.0025,614.08,6.76,8.26,363511.71,1.39,0.111,1.72,115.13,17.42,8.83,71.14,6.2,0,0,0,0,2.1,0,11.5,0,5.5,0,3.5,0,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,"icr011241",12,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.94154333,-3.539666667,"",6.92,881,0.398,1630,2.12,114,111,211,310,41.3,9.83,6.25,3.26,57.4,0.179565217,8.15,1.743801653,0.283887468,10.35725434,0.116,0.47,0.095913495,1.499913931,0.104010917,1.471204837,42.82,29.35,27.84,79819.62,5e-04,5971.77,109.16,551.87,483.18,17.96,95941.5,606.49,3795.82,5836.6,2041.94,0.002,1.806,23.84,22.54,1173.94,25.91,1.09,468.52,5.93,10.8,203431.77,3.07,0.111,1.85,138.53,20.14,20.74,74.47,0,0,0,0,13,3.6,0,5.8,0,5.8,9.9,0,0,61.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11242,"icr011242",12,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.94154333,-3.539666667,"",6.35,835,0.068,784,1.42,93.6,47.1,148,210,34.5,0.772,5.31,2.02,119,0.15,3.92,1.223140496,0.120460358,5.413600854,0.055,0.47,0.053749271,0.652621388,0.060193744,0.637172778,66.55,18.59,14.86,57714.88,5e-04,7969.54,1233.34,310.82,338.07,1.4,68036.92,811.58,3926.68,6932.08,1613.46,0.002,1.806,15.22,10.58,1150.19,9.26,1.25,562.48,6.85,6.08,269767.67,1.72,0.111,1.84,87.11,13.34,20.77,74.24,7.8,0,0,0,0,4.8,0,18.2,0,11.7,0,5.5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11263,"icr011263",13,2,"Topsoil","Burkina Faso","Bondigui","West Africa",10.87681333,-3.50814,"",6.03,1120,0.013,1510,3.07,456,132,257,42,154,10.9,6.37,2.1,71.3,0.669565217,7.55,2.123966942,0.337595908,10.68112807,0.081,0.752,0.123587606,1.817060947,0.142514194,1.896491329,54.82,34.27,10.91,70777.24,5e-04,6195.45,1794.97,49.62,94.29,0.001,15522.33,828.2,7732.74,0.8805,365.87,0.002,5861.09,17.86,12.31,796.32,1.81,2.11,543.24,5.27,6.41,394538.04,3.1,0.111,1.85,26.5,24.16,9.47,94.9,0,0,0,0,0,0,0,0,0,8.7,10.3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11264,"icr011264",13,2,"Subsoil","Burkina Faso","Bondigui","West Africa",10.87681333,-3.50814,"",6.98,768,0.02,1630,2.31,176,116,328,92.4,308,2.81,4.21,1.65,83.3,1.339130435,8.15,2.710743802,0.296675192,12.49654943,0.074,0.658,0.057713745,0.64991494,0.064765558,0.659534752,66.4,22.66,10.94,77014.27,5e-04,5813.09,1721.28,61.32,91.26,0.001,18375.76,840.88,7232.07,0.8805,855.91,0.002,6621.38,17.86,5.46,839.62,4.06,0.0025,525.01,0,7.63,355356.84,2.53,0.111,1.86,35.01,20.62,13.33,79.33,5.4,0,0,0,0,0.9,0,14.2,0,12.5,0,3.1,0,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11281,"icr011281",14,1,"Topsoil","Burkina Faso","Bondigui","West Africa",10.89882833,-3.513665,"",6.55,632,0.082,684,1.04,79.3,123,104,68,33.2,5.93,4.85,2.37,11.6,0.144347826,3.42,0.859504132,0.314578005,4.738429963,0.056,0.564,0.049990129,0.805802663,0.059776833,0.789250354,15.97,13.39,70.65,14546.21,5e-04,3515.09,0.1605,55.31,76.28,0.001,17027.62,705.24,3641.43,288.82,278.51,0.002,6604.66,19.81,4.77,562.1,0.71,0.0025,747.09,4.84,6.08,615656.96,0.002,0.111,1.79,29.66,21.32,9.13,88.79,0.1,0,0,0,0,0.5,0,4,0,3.9,4.6,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11282,"icr011282",14,1,"Subsoil","Burkina Faso","Bondigui","West Africa",10.89882833,-3.513665,"",6.46,657,0.027,524,0.913,59.7,63.1,99.3,56.4,38,1.11,3.61,1.86,57.5,0.165217391,2.62,0.820661157,0.161381074,3.767259622,0.031,0.94,0.03442249,0.481317918,0.043278196,0.50102965,26.73,12.47,60.8,66519.01,5e-04,4274.62,0.1605,114.14,160.89,0.001,32599.19,778.39,3925.81,0.8805,402.52,0.002,7054.42,16.88,7.37,826.2,1.76,0.0025,857.34,7.03,5.17,371275.55,0.59,0.111,1.68,57.71,17.06,9.44,80.12,5.5,0,0,0,0,2.1,0,13.4,0,7.5,0,3,0,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
